MATRICULA,NOME,REPROVACOES_MAT_1,REPROVACOES_MAT_2,REPROVACOES_MAT_3,REPROVACOES_MAT_4,NOTA_MAT_1,NOTA_MAT_2,NOTA_MAT_3,NOTA_MAT_4,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
419269,Olavo Breno de Sales,0,0,0,0,4.7,5.2,5.1,,0.0,5,2,6,DIFICULDADE
627333,Simão Roberto Ieali,0,0,0,0,5.7,4.5,5.9,6.1,0.0,0,3,6,REGULAR
826204,João Alessandre Aioson de Pereira,1,3,1,3,0.0,0.0,0.0,0.0,,2,2,6,DIFICULDADE
403576,Breno Jichu,0,0,0,0,6.4,6.1,5.3,4.6,1.0,2,2,3,REGULAR
135996,Filipe Zeyudo,0,0,0,0,6.6,7.6,6.5,6.9,,8,6,5,REGULAR
267746,Fabiano Henrique Wogo de Ramos Nasennozlevic,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,3,3,DIFICULDADE
701409,Dante Robert de Alcântara dos Santos,0,0,0,0,6.4,6.6,6.1,6.5,1.0,3,3,6,REGULAR
961363,Severino Dário da Silva de Pimentel,0,0,0,0,7.1,7.1,5.6,5.8,0.0,6,4,4,REGULAR
203456,Hellen Liane Vegoã,0,0,1,1,6.0,5.4,0.0,0.0,1.0,4,4,4,DIFICULDADE
688650,Flávio de Oliveira Prates da Silva,0,0,0,0,6.7,6.9,7.9,7.5,1.0,2,4,2,BOM
931477,Elano Josiel de Andrade Torres Freire,0,0,1,3,5.7,4.9,0.0,0.0,1.0,2,4,2,DIFICULDADE
903869,Eulália Mercado Eatto,1,1,1,1,0.0,0.0,0.0,,1.0,5,2,6,DIFICULDADE
352375,Samuel de Oliveira,0,0,0,0,7.0,5.1,5.5,5.2,0.0,7,2,6,REGULAR
518260,Mayara Tiuan,0,0,0,0,4.7,6.1,4.9,4.7,1.0,3,0,6,DIFICULDADE
131796,André do Maranhão Valverde Espada,0,0,1,1,4.6,5.0,0.0,0.0,,3,2,6,DIFICULDADE
578849,Susan de Lins,3,1,3,1,0.0,0.0,0.0,0.0,1.0,7,5,4,DIFICULDADE
803134,Lana Niapiti Torres,0,0,0,0,5.6,6.8,5.5,,1.0,22,5,3,REGULAR
804736,Adriano Wally de Fernandes,0,0,0,0,6.5,6.0,7.4,5.7,0.0,14,5,5,BOM
768836,Gilson João de Bueno Boroyoso Aison,0,0,0,0,6.3,6.4,7.9,6.9,0.0,9,3,2,BOM
757307,Danielle Vanda de Silveira Kozomugu,1,1,3,1,0.0,0.0,0.0,0.0,1.0,6,4,2,DIFICULDADE
474360,Natália Pote de Souza,0,0,0,0,7.0,7.3,5.9,6.3,1.0,5,3,3,REGULAR
439176,Igor de Alcântara,0,0,0,0,6.4,6.2,5.7,5.4,1.0,2,3,4,REGULAR
743267,Celso Lino da Silva,0,0,0,0,7.3,8.0,6.1,6.3,1.0,4,2,3,REGULAR
957509,Walter Juliano Riae,3,1,1,1,0.0,0.0,0.0,0.0,1.0,8,5,3,DIFICULDADE
479680,Patrick Washington Freire,0,0,0,0,7.7,8.0,8.1,7.3,0.0,5,6,2,EXCELENTE
722860,Clotilde Shirley da Silva,3,1,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,DIFICULDADE
418625,Rodrigo Altair Enio Nagiri de Morais,0,0,0,0,6.4,6.3,5.4,5.8,1.0,5,0,4,REGULAR
625015,Zeca Lomason,0,0,0,0,6.9,6.3,6.4,6.2,0.0,8,6,3,REGULAR
517510,Osvaldo da Silva,0,0,0,0,6.7,6.4,5.9,6.5,,3,2,5,REGULAR
441802,Felipe Gabriel de Drummond,0,0,0,0,6.9,6.9,6.2,6.9,0.0,6,5,3,REGULAR
375813,Fernando Gave de Paula Neto,0,0,0,0,4.6,5.2,5.4,4.6,0.0,2,0,5,DIFICULDADE
689037,Denis de Barboza Barroso,0,0,0,0,6.3,5.9,4.8,,1.0,2,3,3,REGULAR
528651,Baltazar de Ferreira,0,0,0,0,6.6,7.4,8.2,,1.0,16,7,2,MUITO_BOM
623241,Daiane Prarnchi Eshasfrom,0,0,3,3,6.1,5.2,0.0,0.0,1.0,2,3,4,DIFICULDADE
884005,Robson de Bragança Frias,0,0,0,0,5.9,5.7,5.3,5.0,1.0,1,0,5,REGULAR
104749,Clotilde Yupe,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,3,7,DIFICULDADE
599230,Ana Eduarda da Conceição Lidubo,0,0,0,0,4.9,5.0,5.0,,1.0,2,0,4,REGULAR
999897,Melanie de Holanda Maglawivel,0,0,0,0,4.8,5.2,5.2,,1.0,3,4,3,DIFICULDADE
598068,Quênia Quésia de Paiva da Silva,0,0,0,0,5.6,5.5,5.1,5.9,0.0,3,5,3,REGULAR
202304,Maria Fabíola Abiz de Soares,1,1,1,1,0.0,0.0,0.0,0.0,0.0,7,3,5,DIFICULDADE
558297,Eliane Marques,0,0,0,0,6.2,5.0,5.1,5.1,1.0,2,0,5,REGULAR
422978,Hamilton da Nóbrega,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,2,8,DIFICULDADE
254704,Maíra de Souza,0,0,0,0,7.1,6.9,8.0,,0.0,4,6,3,BOM
142975,Lana de Barbosa,0,0,0,0,6.3,5.3,7.1,6.5,1.0,2,3,5,BOM
873117,Ísis Úrsula Duque de Alencar Nbo,0,0,0,0,6.4,5.3,5.1,4.7,1.0,6,1,7,REGULAR
755833,Andréia de Peres,0,0,0,0,7.0,6.3,9.3,,0.0,10,2,1,BOM
265994,Sâmia Márcia Ipian,0,0,0,0,5.9,5.8,6.3,4.5,,6,2,6,REGULAR
249596,Genir Dinosvic Gigameraman,0,0,0,0,7.0,7.0,5.5,5.4,0.0,2,3,4,REGULAR
766512,Marta do Amaral,0,0,0,0,7.2,7.3,7.2,7.0,1.0,7,5,2,BOM
715538,Denise Mumi Ogirnvian,0,0,0,0,6.4,6.6,6.4,5.5,1.0,0,5,3,REGULAR
908709,Jason Martinez,0,0,0,0,7.2,7.5,7.2,6.9,1.0,23,5,5,BOM
443953,Jonathan dos Pinhais,0,0,0,0,6.6,6.5,5.0,,1.0,2,2,8,REGULAR
200356,Demilson Buarque,0,0,3,1,6.0,5.1,0.0,0.0,0.0,8,3,3,DIFICULDADE
724039,Bruna Arilda Liobi de Padilha,0,0,0,0,6.4,7.0,5.5,5.9,0.0,2,1,4,REGULAR
880013,Leopoldo de Nogueira Pires,0,0,0,0,7.4,7.0,5.2,6.8,0.0,3,0,3,REGULAR
761881,Isac do Vale,0,0,0,0,5.8,5.2,5.6,5.1,0.0,6,7,4,DIFICULDADE
251250,Gilmara Wendy da Lira,0,0,0,0,5.8,5.1,5.8,5.9,1.0,5,3,3,DIFICULDADE
583364,Washington Israel das Neves,0,0,0,0,6.8,4.8,8.4,5.7,1.0,3,5,4,BOM
850628,Cármen Sílvia Portugal de Nogueira,0,0,0,0,6.1,6.1,5.4,4.9,1.0,5,3,5,DIFICULDADE
935470,Suely de Pascoal,0,0,0,0,6.8,7.2,6.0,,1.0,1,5,2,REGULAR
571414,Camilo Walter Fragoso Branco de Queiroz,0,0,0,0,6.5,6.3,6.3,,1.0,6,3,2,REGULAR
630180,Heron Júlio de Parreira,0,0,0,0,7.4,8.0,7.9,7.4,0.0,11,4,3,EXCELENTE
389289,Josiane de Mendonça Gomes,0,0,0,0,6.1,5.4,5.9,6.3,1.0,2,4,3,REGULAR
679057,Valdirene Omdim,0,0,0,0,5.6,4.3,5.5,5.1,1.0,15,2,2,DIFICULDADE
472187,Carolina Eliomar da Cruz de Osório,0,0,0,0,5.5,7.2,5.9,6.3,1.0,2,2,6,REGULAR
725325,Dionísio Hezaha Castelo Branco da Rocha,0,0,0,0,6.4,6.2,4.8,5.6,1.0,1,1,5,REGULAR
965217,Mônica de Souza Ottioman,0,0,0,0,5.3,5.4,4.8,5.0,1.0,1,6,2,DIFICULDADE
136082,Leandro Edivaldo Moreno,0,0,0,0,6.1,5.9,5.2,5.5,1.0,3,0,4,DIFICULDADE
995882,Lúcia Margarete Miesska de Ferraz,0,0,0,0,6.9,7.2,5.6,5.7,1.0,2,2,5,REGULAR
450110,Hilton Altair Góis Júnior,0,0,0,0,6.2,4.4,6.2,5.5,1.0,3,2,5,REGULAR
212191,Sabrina Suzy de Fraga,0,0,0,0,6.7,6.9,5.4,6.5,0.0,2,0,8,REGULAR
980152,Isaiane Fátima Quozamson,0,0,0,0,5.4,6.4,5.0,5.4,1.0,3,3,3,DIFICULDADE
461713,Jonas Eliel Ritata Franco,0,0,0,0,7.0,6.8,7.2,5.7,1.0,2,4,4,BOM
465017,Maurício Sandro Ivoamvic Dias de Barbosa,0,0,0,0,7.8,8.2,6.2,7.4,0.0,4,3,3,EXCELENTE
910234,Amanda da Nóbrega,0,0,0,0,7.7,7.5,7.9,5.8,0.0,3,4,4,BOM
872136,Eliomar Alana de Leite Castelo Branco,0,0,0,0,6.9,6.1,5.7,6.7,1.0,4,5,3,REGULAR
104065,Ângelo Tomáz da Silva,0,0,0,0,5.0,4.8,4.9,,1.0,2,3,6,REGULAR
913487,Humberto Everton Uiozson Olier,0,0,0,0,7.4,7.6,7.5,7.8,1.0,5,4,4,BOM
218710,Denise Hilda de Santana Imie,0,0,0,0,6.8,6.3,6.9,6.1,0.0,2,2,4,BOM
359500,Nilo Moreno Fusuyage,0,0,0,0,6.1,6.1,6.8,6.8,1.0,4,0,5,BOM
461902,Cristiano Edivaldo da Silva,0,0,0,0,6.5,6.7,6.6,6.5,1.0,2,2,3,BOM
681094,Júlio Digu Branco,0,0,0,0,5.4,6.0,8.7,6.1,,8,3,6,BOM
792595,Amarildo dos Santos Oclamiov Koyada,0,0,0,0,6.1,4.6,6.8,5.5,,4,1,6,BOM
221567,Anne Dyeman,0,0,0,0,6.6,7.1,6.9,,1.0,2,2,6,BOM
406506,Ciro Willian da Silva,0,0,0,0,6.2,6.3,5.7,4.8,1.0,3,2,1,REGULAR
772777,Ariana Angélica Trevisan,0,0,0,0,7.3,7.6,7.4,6.0,,5,1,6,BOM
793812,Ezequiel Rivaldo Mercado Franco do Nascimento,0,0,0,0,5.4,4.6,7.2,5.4,1.0,2,2,6,DIFICULDADE
278032,Ederson Isaías Osarnun,0,0,0,0,6.4,6.1,5.5,4.8,,3,0,4,REGULAR
736645,Genir Seixas,0,0,0,0,6.3,6.7,5.1,6.0,0.0,4,2,6,REGULAR
284194,Ângelo Milani Eyrnson Weber Júnior,0,0,0,0,7.5,7.7,8.8,7.2,1.0,6,2,3,MUITO_BOM
947890,Gilmar Mariano Pires,0,0,0,0,7.2,7.1,8.6,6.4,1.0,12,3,2,BOM
464562,Clara Azdry de Gusmão,0,0,0,0,5.4,5.3,7.9,5.8,,4,5,3,BOM
325456,Valéria Érica de Alvim,0,0,0,0,7.5,7.5,6.3,7.9,0.0,13,2,5,REGULAR
368071,Cleuza Selena de Iglesias Ilfatysal,3,1,1,1,0.0,0.0,0.0,0.0,0.0,6,4,3,DIFICULDADE
197440,Milene de Malta Barroso,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,6,DIFICULDADE
801581,Ana Cavalcante,0,0,0,0,6.3,5.9,6.5,,0.0,13,2,1,REGULAR
525065,Martin Albano de Paranhos da Paz,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0,5,6,DIFICULDADE
799912,Dário Negrão Barroso,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
537112,Ivanete de Miranda Espada,0,0,0,0,6.6,6.2,5.6,5.0,0.0,2,2,3,REGULAR
204080,Maísa Asivro Nunes,0,0,0,0,4.7,5.0,6.1,4.2,,4,2,4,DIFICULDADE
478442,Isac de Azevedo Toyedre,0,0,0,0,6.4,6.2,7.3,,1.0,3,2,5,BOM
714647,Davi Nilo de Madureira,0,0,0,0,4.5,4.3,5.1,,0.0,4,4,4,DIFICULDADE
689813,Yeda Elisete da Silva Isiã Urneman,0,0,0,0,6.4,4.9,5.3,,1.0,4,2,3,DIFICULDADE
439446,Gisele de Braga Torres,0,0,0,0,6.1,5.9,5.2,5.4,1.0,5,5,3,REGULAR
753116,Albino Buarque do Amaral,0,0,0,0,6.7,6.7,5.9,,1.0,3,1,6,REGULAR
876987,Janete da Silva de Souza,0,0,0,0,7.4,7.3,8.2,6.3,0.0,3,0,3,BOM
868418,Carla Pinhão,0,0,0,0,5.6,6.2,5.5,5.2,1.0,2,5,3,REGULAR
596486,Olavo Simão de Parreira Ymovic Terceiro,0,0,0,0,7.0,6.4,5.1,,0.0,2,2,3,DIFICULDADE
694068,Beatriz Telma Werner Igai,0,0,0,0,7.3,7.3,10.0,7.6,1.0,5,4,4,BOM
434957,Cícera Zenaide Befumipe de Souza,0,0,0,0,6.3,6.6,5.6,4.4,1.0,2,2,4,REGULAR
361170,Robson de Pereira Júnior,0,0,0,0,6.9,6.4,4.6,6.3,1.0,3,5,4,REGULAR
139368,Mateus de Junqueira Mendes,0,0,0,0,6.4,5.1,5.0,5.2,1.0,2,2,5,REGULAR
810428,Valeska Tábata Veorn Imfyman Sanches,0,0,1,3,6.5,6.3,0.0,0.0,,3,5,8,DIFICULDADE
583072,Wanda Marina de França Fuchi,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,2,3,DIFICULDADE
644277,Velma dos Reis,0,0,0,0,5.2,5.1,4.9,4.7,1.0,0,2,5,DIFICULDADE
793428,Isabel Teresa Mourão Maciel,0,0,0,0,6.3,5.6,7.7,5.6,0.0,5,5,4,BOM
882508,Ricardo de Britto,0,0,0,0,6.3,4.8,5.3,4.2,1.0,3,4,3,DIFICULDADE
387891,Xerxes Olavo de Pereira Imto,0,0,0,0,6.1,6.2,5.7,4.8,1.0,2,2,3,REGULAR
692423,Wellington Guedes,0,0,0,0,6.1,5.6,6.3,,,21,1,7,REGULAR
324863,Laila Zilda Prates,0,0,0,0,6.0,4.8,6.8,4.5,0.0,5,4,3,BOM
523899,Ísis Josiane da Paz Martinez,0,0,0,0,5.0,4.8,4.6,4.9,1.0,3,2,6,DIFICULDADE
136783,Margarete Jéssica Trevisan de Oliveira,0,0,0,0,5.3,7.3,6.0,7.3,1.0,8,4,7,REGULAR
401038,Fagner da Silva de Barbosa Mourão,0,0,0,0,6.2,5.8,6.1,5.6,,3,3,5,REGULAR
246957,Saulo Jack Cinavic Kuzubine,0,0,0,0,6.1,5.2,5.1,5.5,1.0,2,3,3,REGULAR
295330,Fabiana Sabrina de Santo Antônio do Nascimento,0,0,0,0,6.4,6.3,5.2,4.9,0.0,11,5,3,REGULAR
961911,Bete Valente,0,0,1,1,5.5,4.5,0.0,0.0,,8,4,3,DIFICULDADE
714391,Sandra Liane Ezevic dos Santos,0,0,0,0,6.9,6.0,5.8,4.4,0.0,4,4,5,REGULAR
175647,Abílio Geehi de Muniz Fragoso,0,0,0,0,5.4,5.0,5.1,5.1,0.0,4,2,5,DIFICULDADE
491281,Rosa Brenda Mendes Oasman,0,0,0,0,6.9,7.6,5.6,,0.0,7,5,4,REGULAR
466702,Eduarda de Pereira dos Santos,0,0,0,0,6.6,5.9,6.3,6.6,0.0,2,4,4,REGULAR
895383,Saulo Glose,0,0,0,0,7.3,6.7,7.6,6.8,0.0,8,5,3,BOM
471107,Jack Isac Uonson Seixas de Padilha,0,0,0,0,6.5,5.4,5.5,4.5,,0,0,5,REGULAR
525360,Bete Paim da Silva,0,0,0,0,5.4,5.9,5.2,5.9,1.0,2,2,6,DIFICULDADE
765378,Ezequiel Valter dos Santos Posdoão,0,0,0,0,7.0,6.9,5.5,6.5,,0,0,3,REGULAR
539066,Valeska Monique de Aguiar Icesitu Brasil,0,0,0,0,6.9,7.3,7.9,6.1,,4,0,3,BOM
648025,Fabíola Tatiane Pires,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,5,DIFICULDADE
238622,Leonardo de Ortiz,1,1,1,1,0.0,0.0,0.0,0.0,,7,3,2,DIFICULDADE
745918,Rodrigo Romildo Elri,0,0,0,0,7.0,6.9,5.4,6.3,1.0,2,5,4,REGULAR
247844,Jonathan do Nascimento,0,0,0,0,6.1,6.4,7.1,4.7,1.0,2,2,6,BOM
754519,Flaviana Andréia de Oliveira,0,0,0,0,5.7,5.7,5.3,6.0,1.0,5,3,6,REGULAR
492658,Miguel Yuri Ornrernoman Kretifecli,0,0,0,0,5.7,4.7,5.2,6.0,0.0,2,3,5,DIFICULDADE
425004,Robson da Silva de Gusmão,0,0,0,0,6.2,5.0,6.2,4.6,1.0,4,0,2,REGULAR
783694,Danilo Rodolfo Mabe de Carvalho,0,0,0,0,5.5,5.8,6.3,5.4,0.0,5,5,4,REGULAR
425179,Karl da Encarnação,0,0,0,0,7.8,7.8,8.7,7.6,0.0,3,5,3,BOM
773874,Robert Raul do Paraná Thicy Sohatapi Júnior,0,0,0,0,5.0,5.5,5.5,5.4,,2,5,6,REGULAR
602398,Christie Moreno de Braga dos Santos,3,1,1,3,0.0,0.0,0.0,0.0,1.0,3,0,2,DIFICULDADE
678394,Maria Uirn,0,0,0,0,5.9,4.9,4.8,5.1,0.0,3,2,4,DIFICULDADE
970286,Lidiane Roseli Mineiro,0,0,0,0,7.0,6.7,5.8,5.7,1.0,17,6,1,REGULAR
629819,Wally de Freitas,0,0,0,0,6.1,4.5,6.2,5.3,1.0,3,3,5,REGULAR
398553,Giuseppe de Barbosa Brengilan Yshaoer,0,0,0,0,4.5,5.0,5.3,4.6,0.0,3,0,6,DIFICULDADE
415300,Everton Uosã Upastirnoson,0,0,0,0,5.7,5.5,5.1,,1.0,2,4,6,DIFICULDADE
973232,Marcos Edivaldo de Leão Gahe,0,0,0,0,6.3,5.5,6.7,5.6,1.0,5,2,4,BOM
555592,Solange Eleonora Efifrião,1,1,1,3,0.0,0.0,0.0,,,3,2,6,DIFICULDADE
284751,Angélica Omuz de Pereira,1,1,1,1,0.0,0.0,0.0,0.0,,2,6,4,DIFICULDADE
491866,Jorge Davi de Torquato,0,0,0,0,7.0,7.3,8.7,5.9,1.0,6,2,3,EXCELENTE
493062,Marcelo dos Santos,0,0,0,0,6.7,6.5,5.9,5.8,1.0,5,3,3,REGULAR
743796,João da Silva,0,0,0,0,5.2,5.9,4.6,5.3,,1,0,6,DIFICULDADE
466086,Mirela Bárbara Savan de Jesus,0,0,0,0,7.4,6.7,7.5,7.4,1.0,6,0,5,BOM
479639,Rute Ana de Vargas Higano,0,0,1,1,5.9,5.6,0.0,,0.0,4,3,4,DIFICULDADE
892475,Gislaine Marina dos Santos,0,0,0,0,6.8,6.1,5.9,5.7,0.0,2,2,3,DIFICULDADE
495815,Quirino Zowamu Kayamoyu,0,0,0,0,7.2,6.1,7.3,6.0,1.0,6,2,6,BOM
520307,Mariana de Almeida Eniuryman Cogirntavic,3,1,1,1,0.0,0.0,0.0,0.0,1.0,3,1,3,DIFICULDADE
556931,Sérgio Diego de Souza Plao Martinez,0,0,0,0,7.1,6.3,6.8,,,12,6,2,BOM
832718,Hilda Buarque,3,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,2,DIFICULDADE
321868,Isac Lilboison Ernbim,0,0,0,0,7.0,6.4,6.3,6.5,,6,3,3,REGULAR
263816,Hamilton Teri,0,0,1,1,4.6,5.7,0.0,0.0,,3,3,4,DIFICULDADE
176558,Carla Luiza de Ramos,0,0,0,0,6.3,6.3,8.1,5.3,,3,2,6,BOM
956103,Keyla Dune de Amorim,0,0,0,0,6.6,6.0,5.1,6.9,1.0,5,4,4,REGULAR
781138,Marciane Maria Elenão de Vargas,1,3,1,1,0.0,0.0,0.0,0.0,1.0,2,6,3,DIFICULDADE
830243,Geraldo Marlon da Silva Vibaude Júnior,0,0,0,0,6.4,6.6,5.3,6.4,0.0,5,2,3,REGULAR
848441,Roberto Eoman de Tozetto d'Ávila Júnior,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,2,6,DIFICULDADE
438046,Ivete Eliane da Gama Tisoner,0,0,0,0,6.4,6.1,4.9,4.3,1.0,2,4,4,REGULAR
776543,Ana Valquíria Fupatazu,0,0,0,0,6.8,6.3,6.2,6.9,0.0,16,4,2,DIFICULDADE
963715,Rodrigo Ronaldo Buwal,0,0,0,0,6.6,6.3,4.9,5.9,1.0,3,2,3,DIFICULDADE
471955,João Chatao,0,0,0,0,5.6,5.8,5.4,,1.0,1,4,4,REGULAR
546633,Ísis de Peixoto,1,1,1,3,0.0,0.0,0.0,0.0,0.0,2,5,3,DIFICULDADE
461794,Jorge de Oliveira,0,0,0,0,7.1,8.0,7.9,,0.0,15,5,4,EXCELENTE
653922,Lana Tainara Irnphom Sofru,0,0,0,0,4.9,5.1,5.0,4.5,1.0,5,0,6,DIFICULDADE
801586,Paulo Mário Gawo Borba,0,0,0,0,4.9,5.0,5.9,4.5,1.0,2,1,7,DIFICULDADE
579406,Jeniffer Samila de Santana Frirnaman dos Santos,0,0,0,0,6.7,6.3,6.0,6.7,1.0,7,5,4,REGULAR
749060,Abigail Larissa de Novais,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1,5,3,DIFICULDADE
754374,Jonathan Edson Weiss,0,0,0,0,5.0,4.1,5.5,4.4,1.0,0,4,3,REGULAR
365497,Cleberson Emyefez,0,0,0,0,6.2,6.8,5.1,6.1,1.0,2,2,6,REGULAR
364696,Maíra Famu,0,0,0,0,5.9,4.7,5.8,5.0,1.0,4,2,6,REGULAR
751363,Aldo Cléber Pimenta,0,0,0,0,4.7,4.8,4.6,5.2,1.0,3,2,5,DIFICULDADE
584652,Carolina Getsume de Souza Castelo,0,0,0,0,5.7,6.3,5.1,,1.0,2,1,7,REGULAR
174506,Rogério Sasiupam Izsulogo das Neves,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,3,4,DIFICULDADE
764972,Barnabé Noncri de Monteiro Júnior,3,1,1,1,0.0,0.0,0.0,,0.0,1,0,8,DIFICULDADE
237894,Cláudia Flaviana Betsuji,1,3,1,1,0.0,0.0,0.0,0.0,0.0,1,2,6,DIFICULDADE
715202,Dionísio Anakin da Graça Valele,0,0,0,0,6.4,7.3,5.2,5.6,1.0,2,2,6,REGULAR
280244,Léia de Viana,0,0,1,1,5.9,5.7,0.0,,1.0,1,2,6,DIFICULDADE
522458,Raí Otto Dossyi de Pinheiro,1,3,1,1,0.0,0.0,0.0,0.0,0.0,4,2,6,DIFICULDADE
895084,Márcio Góis,0,0,0,0,5.2,5.2,5.2,5.4,0.0,0,5,6,REGULAR
267976,Walter Diogo Ribeiro,0,0,0,0,7.5,8.2,6.4,7.6,1.0,9,2,1,EXCELENTE
207511,Rosângela Gomes Guedes,0,0,0,0,4.7,5.3,4.9,4.4,0.0,9,2,6,DIFICULDADE
103427,Arlete de Santana Rodrigues,0,0,0,0,6.5,6.9,6.6,,0.0,4,4,5,BOM
604716,Davi Aldo de Trindade,0,0,0,0,6.0,6.2,4.6,5.0,1.0,2,2,6,DIFICULDADE
119990,Catarina Nayara Pairre dos Santos,0,0,0,0,7.5,6.9,5.4,5.3,0.0,6,3,4,MUITO_BOM
253196,Leila Cristiane da Silva Ciheli,0,0,0,0,7.0,7.4,8.7,6.9,1.0,8,5,1,MUITO_BOM
530202,Yeda Raíssa Jangada Buarque da Encarnação,0,0,0,0,7.7,8.7,10.3,8.5,1.0,7,5,3,EXCELENTE
646925,Quênia Mariana de Silveira Matsupoba,0,0,0,0,4.9,5.6,4.7,6.6,0.0,2,2,3,REGULAR
967530,Thaís Melissa Maciel,0,0,0,0,6.0,6.6,5.0,5.9,1.0,4,0,8,REGULAR
708116,Patrick Croiov de Braga Júnior,0,0,0,0,6.1,5.4,5.4,4.8,1.0,3,4,4,DIFICULDADE
926584,Suellen de Chaves,0,0,0,0,5.8,4.6,6.5,5.2,0.0,3,2,6,REGULAR
181465,Inácio Jean Eaman,0,0,0,0,5.8,6.8,7.2,5.8,0.0,2,2,5,BOM
945396,Jean Mário de Paula,0,0,0,0,5.7,5.6,6.0,5.4,0.0,2,0,5,REGULAR
280726,Leonardo Titroan Júnior,0,0,0,0,7.1,6.8,9.6,6.7,0.0,12,5,3,MUITO_BOM
395444,Jânio do Rio,0,0,1,1,7.0,7.3,0.0,,0.0,4,2,3,REGULAR
178048,Leila Flávia Sewa Yadiman,0,0,0,0,5.7,5.8,5.0,,1.0,2,0,3,DIFICULDADE
500909,Lana da Rocha Fisuzã,0,0,0,0,4.9,5.0,6.1,6.7,1.0,4,1,6,REGULAR
217815,Oliver Pedro de Ortega Tabekepi,0,0,0,0,6.6,6.8,7.2,6.7,0.0,2,3,4,MUITO_BOM
978615,Kátia de Sampaio,0,0,0,0,5.7,5.4,5.6,5.0,1.0,2,2,5,REGULAR
892984,Bruno de Souza,0,0,0,0,7.1,7.8,7.9,7.2,1.0,15,6,3,MUITO_BOM
261443,Fred de Ramos,0,0,0,0,7.1,7.6,5.4,7.0,0.0,3,2,7,MUITO_BOM
653696,Leni de Oliva,0,0,0,0,6.0,4.4,5.4,,1.0,3,5,3,REGULAR
296650,Henrique Alan de Alves Lone,0,0,0,0,7.6,7.7,8.7,7.6,0.0,21,5,1,MUITO_BOM
239718,Vinícius Helder Gomes,0,0,0,0,6.8,6.6,6.3,6.0,0.0,4,5,3,REGULAR
626829,Nicole Runeoru Guedes,0,0,0,0,6.6,7.2,6.1,6.1,,3,1,6,REGULAR
919098,Jéssica Tristão,0,0,0,0,5.9,5.8,5.9,4.8,1.0,4,6,3,REGULAR
705227,Breno Armando de Abreu,0,0,0,0,6.1,4.9,4.8,5.8,1.0,0,1,6,DIFICULDADE
845416,Severino Coutinho Júnior,1,1,1,1,0.0,0.0,0.0,0.0,,5,4,6,DIFICULDADE
651805,Dante Gutierrez,0,0,0,0,7.6,7.7,7.2,7.5,1.0,5,3,5,EXCELENTE
484685,Talita Camila de Paranhos Marinho da Gama,0,0,0,0,6.2,6.6,5.3,6.3,1.0,13,1,6,REGULAR
299207,Matilde Patrícia Weber,0,0,0,0,5.5,6.9,6.2,5.3,0.0,4,5,3,REGULAR
966996,Orlando de Melo Bepino,0,0,0,0,7.8,7.6,9.4,7.3,0.0,13,5,3,EXCELENTE
399932,Inácio de Cabral,1,3,1,1,0.0,0.0,0.0,,0.0,5,1,7,DIFICULDADE
582597,Antônio Diogo de Osório Sanches,0,0,0,0,5.4,4.9,6.1,,1.0,2,3,6,REGULAR
985435,Avelino Urnvanphezze Abrabli,0,0,0,0,6.6,6.1,5.5,5.8,0.0,13,3,1,REGULAR
348553,André de Britto Zugoru,1,1,1,3,0.0,0.0,0.0,,0.0,3,0,8,DIFICULDADE
533488,Kiara Kivuson,0,0,0,0,5.9,4.2,5.4,5.4,1.0,2,2,6,REGULAR
217136,João Robson de Souza,0,0,0,0,6.3,5.6,5.0,5.1,0.0,2,2,6,REGULAR
108484,Aparecida Sara da Silva,0,0,0,0,5.5,5.3,5.3,4.3,1.0,2,5,3,REGULAR
299668,Everaldo de Ortega,0,0,0,0,7.0,6.5,5.2,,0.0,3,4,5,REGULAR
770221,Breno de Barbosa,0,0,0,0,5.8,4.5,7.5,5.1,0.0,2,0,3,BOM
952834,Márcia Airnan da Paixão,0,0,0,0,6.5,7.1,7.1,6.4,1.0,7,2,2,BOM
497704,Rute Ingrid Hiposu,0,0,0,0,7.2,6.8,7.9,,0.0,24,6,1,MUITO_BOM
438866,Heitor Paulo Lopes,0,0,1,1,5.6,5.6,0.0,0.0,0.0,4,0,8,DIFICULDADE
179595,Raiane Jandira de Antunes,0,0,0,0,6.1,6.6,5.9,6.1,1.0,3,0,4,REGULAR
486354,Mônica Wendy de Paula,0,0,0,0,6.9,7.1,5.7,5.5,0.0,9,7,2,REGULAR
656244,Tatiane Rosa Cimei,0,0,0,0,5.5,5.5,6.4,5.7,1.0,5,7,6,REGULAR
